FID,Iteration,Latitude,Longitude,State,Lake,Lake ID,Lake Size km2,Number of Lakes in Buffer,Infected?,Infect Reduction Type,HSI,Probability of Infection,Boat Threshold,Initial Boats,Uninfected Boats Arriving,Infected Boats Arriving,Total Boats Arriving,Total Boats Leaving
392,0,40.145745,-105.93979,CO,WILLOW CREEK RESERVOIR CO,0,1.185,0,FALSE,Null,0.473998945,1,100,44.62577778,164.7171498,4.582476016,169.2996258,44.62577778
84,0,41.845,-99.224,NE,CALAMUS RESERVOIR,0,20.362,0,FALSE,Null,0.626280289,1,100,63.4224,389.4552946,28.6222291,418.0775237,63.4224
233,0,39.898477,-98.034073,KS,LOVEWELL RESERVOIR,0,11.576,0,FALSE,Null,0.997496867,1,100,94.7716,327.8146899,19.93860095,347.7532908,94.7716
199,0,38.590707,-111.847012,UT,KOOSHAREM RESERVOIR,0,1.399,0,FALSE,Null,0.937515354,1,100,92.1652,67.99225416,35.06793272,103.0601869,92.1652
219,0,43.639392,-117.236027,OR,LAKE OWYHEE,0,44.63,0,TRUE,Null,0.562891908,1,100,297.1175333,2043.485431,146.3923183,2189.877749,297.1175333
89,0,40.3559,-106.8142,CO,CATAMOUNT LAKE,0,2.123,0,FALSE,Null,0.887397881,1,100,117.3543667,203.5629813,9.41419731,212.9771786,117.3543667
254,0,37.2146,-105.0474,CO,MONUMENT RESERVOIR,0,0.345,0,FALSE,Null,0.950894316,1,100,4404.96985,127.4839319,1.545300917,129.0292328,4404.96985
48,0,42.656,-111.653,ID,ALEXANDER RESERVOIR,0,4.294,0,FALSE,Null,0.959166305,1,100,63.77233333,189.2967989,20.66727145,209.9640703,63.77233333
322,0,41.471965,-106.7868887,WY,SARATOGA RESERVOIR,0,1.13,0,FALSE,Null,1,1,100,76.69573333,40.91552794,4.081878965,44.9974069,76.69573333
158,0,39.6157,-107.6575,CO,HARVEY GAP RES,0,0.815,0,FALSE,Null,0.851469318,1,100,525.5033333,213.0804662,5.057534771,218.138001,525.5033333
140,0,42.20182222,-121.1233889,OR,GERBER RESERVOIR,0,15.427,0,FALSE,Null,0.205395959,1,100,490.84485,1359.835277,41.35121944,1401.186497,490.84485
349,0,34.641,-104.375,NM,SUMNER LAKE,0,17.649,0,FALSE,Null,0.964365076,1,100,59.73,360.1072987,75.29975597,435.4070547,59.73
250,0,38.2189,-112.8317,UT,MINERSVILLE RESERVOIR,0,4.011,0,TRUE,Null,1,1,100,172.2034,132.0604686,108.1579663,240.2184349,172.2034
215,0,43.55774,-116.64753,ID,LAKE LOWELL,0,24.519,0,FALSE,Null,0.689237114,1,100,5012.6864,593.2143882,85.78520899,678.9995972,5012.6864
139,0,48.5973,-109.9527,MT,FRESNO RESERVOIR,0,20.262,0,FALSE,Null,0.877322803,1,100,452.0294,156.2815844,28.23709485,184.5186792,452.0294
115,0,40.797,-105.562,CO,DOWDY LAKE,0,0.421,0,FALSE,Null,0.384526982,1,100,405.6177091,631.3297986,1.383825757,632.7136243,405.6177091
212,0,40.13619,-105.799953,CO,LAKE GRANBY,0,28.264,0,TRUE,Null,0.585257507,1,100,44.62577778,5087.961064,106.6036588,5194.564723,44.62577778
142,0,40.24992,-105.81783,CO,GRAND LAKE,0,7.123,0,FALSE,Null,2.69E-04,1,100,44.62577778,1205.559209,26.51266144,1232.071871,44.62577778
299,0,39.87505,-119.49082,NV,PYRAMID LAKE,0,439.936,0,TRUE,Null,0.707106781,1,100,12261.3382,22481.335,2344.631145,24825.96615,12261.3382
116,0,38.023,-114.197,NV,EAGLE VALLEY RESERVOIR,0,0.202,0,FALSE,Null,0.881720568,1,100,154.2482,5.64177198,7.082566932,12.72433891,154.2482
380,0,40.639,-105.172,CO,WATSON LAKE,0,0.155,0,FALSE,Null,0.29426816,1,100,405.6177091,61.66497678,0.488425016,62.1534018,405.6177091
237,0,38.487421,-112.071748,UT,MANNING MEADOWS RESERVOIR,0,0.211,0,FALSE,Null,0.178009831,1,100,21.1227,9.235437569,5.320161288,14.55559886,21.1227
378,0,44.35497,-108.30967,WY,WARDELL RESERVOIR,0,0.382,0,FALSE,Null,0.95674448,1,100,83.3143,89.12486082,0.977500868,90.10236169,83.3143
319,0,37.04027,-121.096027,CA,SAN LUIS RESERVOIR,0,51.927,0,TRUE,Null,0.883300232,1,100,3226.506,10668.64822,278.6738399,10947.32206,3226.506
263,0,48.533,-107.522,MT,NELSON RESERVOIR,0,16.625,0,FALSE,Null,0.992375937,1,100,125.976,126.1341255,20.99768797,147.1318135,125.976
377,0,39.477141,-98.426977,KS,WACONDA LAKE,0,37.793,0,FALSE,Null,0.989949494,1,100,358.8868,810.7450622,80.88051278,891.625575,358.8868
390,0,37.5142,-107.2229,CO,WILLIAMS CREEK RESERVOIR,0,1.348,0,FALSE,Null,2.94E-04,1,100,4.97388,67.45144103,10.56648567,78.01792671,4.97388
93,0,39.207501,-105.272497,CO,CHEESMAN RESERVOIR,0,3.581,0,FALSE,Null,0.965793715,1,100,5276.886067,1236.872282,13.80995181,1250.682234,5276.886067
72,0,43.425,-108.179,WY,BIGHORN RIVER,0,4.47,0,FALSE,Null,0.98488578,1,100,83.3143,462.6827276,13.45384499,476.1365725,83.3143
188,0,38.0745,-102.948,CO,JOHN MARTIN RESERVOIR,0,68.79,0,TRUE,Null,0.963068014,1,100,101.3057,2792.035487,209.1018368,3001.137324,101.3057
157,0,40.380483,-100.216613,NE,HARRY STRUNK LAKE,0,6.987,0,FALSE,Null,0.959418769,1,100,41.2137,171.5677745,14.69025962,186.2580342,41.2137
57,0,39.975502,-107.64773,CO,AVERY LAKE / BIG BEAVER RES,0,0.828,0,FALSE,Null,0.959166305,1,100,63.91713333,64.28171054,4.740313376,69.02202391,63.91713333
345,0,40.0263,-107.1242,CO,STILLWATER RESERVOIR,0,0.522,0,FALSE,Null,0.223606798,1,100,117.3543667,126.2881474,2.625531709,128.9136791,117.3543667
359,0,39.9967,-107.231,CO,TRAPPERS LAKE,0,1.313,0,FALSE,Null,0.347760694,1,100,525.5033333,109.8946759,6.801501804,116.6961777,525.5033333
4,0,38.994464,-105.895885,CO,ANTERO RESERVOIR,0,9.987,0,FALSE,Null,0.939457077,1,100,99.007,1371.263085,45.00308605,1416.266171,99.007
6,0,44.51297,-109.04164,WY,BECK LAKE,0,0.405,0,FALSE,Null,0.972111105,1,100,140.7456,18.88543427,1.06948391,19.95491818,140.7456
397,0,37.7502583,-112.7739826,UT,YANKEE MEADOW RESERVOIR,0,0.119,0,FALSE,Null,0.781485764,1,100,415.1295333,7.885204607,4.000280393,11.885485,415.1295333
23,0,44.13,-110.8177,WY,GRASSY LAKE,0,1.259,0,FALSE,Null,2.74E-04,1,100,323.4832,37.60239017,4.052221427,41.6546116,323.4832
348,0,37.4228,-108.3866,CO,SUMMIT RESERVOIR,0,1.364,0,FALSE,Null,0.626875546,1,100,149.22364,227.4561333,17.1676772,244.6238105,149.22364
12,0,42.883,-111.953,ID,CHESTERFIELD RESERVOIR,0,5.117,0,FALSE,Null,0.942102335,1,100,63.77233333,185.2114145,23.48141528,208.6928298,63.77233333
151,0,37.25383,-113.7737,UT,GUNLOCK RESERVOIR,0,1.019,0,FALSE,Null,0.959166305,1,100,744.453,76.3904577,60.14975795,136.5402157,744.453
286,0,47.98,-116.558,ID,PEND OREILLE LAKE,0,375.404,0,TRUE,Null,0.808732403,1,100,1407.09038,8683.633603,579.4225774,9263.056181,1407.09038
122,0,40.956,-111.409,UT,ECHO RESERVOIR,0,5.481,0,FALSE,Null,0.98488578,1,100,338.3493333,517.3559008,43.83090646,561.1868073,338.3493333
342,0,40.1933,-110.4547,UT,STARVATION RESERVOIR,0,11.098,0,TRUE,Null,0.987420883,1,100,119.88535,474.2381781,109.1363801,583.3745582,119.88535
161,0,47.781,-116.674,ID,HAYDEN LAKE,0,15.612,0,FALSE,Null,2.86E-04,1,100,798.73128,1030.174794,24.75674765,1054.931541,798.73128
396,0,40.052706,-107.057335,CO,YAMCOLO RESERVOIR,0,0.745,0,FALSE,Null,0.502664152,1,100,117.3543667,110.1674149,3.67428189,113.8416968,117.3543667
150,0,42.2899,-104.7649,WY,GUERNSEY RESERVOIR,0,7.843,0,FALSE,Null,0.997496867,1,100,65.76635,470.9473406,18.63253785,489.5798784,65.76635
395,0,40.142246,-106.411313,CO,WOLFORD MOUNTAIN RES,0,6.273,0,FALSE,Null,0.959166305,1,100,44.62577778,564.0153336,26.61134156,590.6266751,44.62577778
372,0,44.06053,-109.05048,WY,UPPER SUNSHINE RESERVOIR,0,3.996,0,FALSE,Null,0.960161445,1,100,140.7456,77.57636961,11.53311347,89.10948308,140.7456
182,0,44.419,-111.397,ID,ISLAND PARK RESERVOIR,0,29.627,0,FALSE,Null,0.58693296,1,100,177.9411,659.8477056,91.98124086,751.8289465,177.9411
331,0,42.742,-114.847,ID,SNAKE RIVER,0,280,0,TRUE,Null,0.959166305,1,100,162.6466,6419.376942,1332.114332,7751.491275,162.6466
132,0,39.642,-111.309,UT,FAIRVIEW LAKE,0,0.623,0,FALSE,Null,0.972111105,1,100,126.8267,50.72402382,8.670197615,59.39422143,126.8267
379,0,43.585833,-118.20777,OR,WARM SPRINGS RESERVOIR,0,16.749,0,FALSE,Null,0.972111105,1,100,518.4443333,508.6454931,50.79722769,559.4427208,518.4443333
227,0,40.942918,-105.996998,CO,LITTLE HOHNHOLZ LAKE NO 2,0,0.08,0,FALSE,Null,1,1,100,405.6177091,265.0188663,0.276787655,265.295654,405.6177091
45,0,42.413,-122.771,OR,AGATE RESERVOIR,0,0.827,0,FALSE,Null,0.387298335,1,100,1510.23685,47.72124934,1.700452755,49.42170209,1510.23685
271,0,43.203399,-108.580271,WY,OCEAN LAKE,0,24.686,0,FALSE,Null,0.985352729,1,100,380.2930667,689.8604322,81.03674866,770.8971808,380.2930667
338,0,40.284767,-106.83396,CO,STAGECOACH RESERVOIR,0,13.634,0,FALSE,Null,0.96695398,1,100,117.3543667,1002.628513,61.47928453,1064.107797,117.3543667
40,0,40.6629,-115.7543,NV,SOUTH FORK RESERVOIR,0,15.795,0,TRUE,Null,0.955526033,1,100,1338.676,299.759694,132.3463158,432.1060098,1338.676
226,0,37.406738,-107.662834,CO,LEMON RESERVOIR,0,2.574,0,FALSE,Null,0.832511802,1,100,257.6173,242.6066672,23.88491512,266.4915823,257.6173
126,0,39.637,-111.237,UT,ELECTRIC LAKE,0,1.897,0,FALSE,Null,0.95,1,100,72.4905,181.8214159,26.4063879,208.2278038,72.4905
200,0,37.256709,-106.345628,CO,LA JARA RESERVOIR,0,2.916,0,FALSE,Null,2.08E-04,1,100,76.24926667,166.7451068,17.97238432,184.7174911,76.24926667
206,0,40.059,-110.626,UT,LAKE CANYON LAKE,0,0.117,0,FALSE,Null,0.894428502,1,100,119.88535,5.273258138,1.249494904,6.522753043,119.88535
42,0,36.238,-106.429,NM,ABIQUIU RESERVOIR,0,7.039,0,FALSE,Null,0.845,1,100,290.02535,191.477492,48.17754423,239.6550362,290.02535
267,0,39.174,-111.71,UT,NINE MILE RESERVOIR,0,0.503,0,FALSE,Null,0.9475,1,100,126.8267,64.97175303,9.024004702,73.99575773,126.8267
145,0,42.5646,-106.702,WY,GRAY REEF RESERVOIR,0,7.28,0,FALSE,Null,1,1,100,546.6019,788.1858527,21.46278773,809.6486404,546.6019
131,0,40.431391,-101.531878,NE,ENDERS RESERVOIR,0,4.834,0,FALSE,Null,0.947076422,1,100,114.6092,159.0621187,10.26497751,169.3270962,114.6092
222,0,35.217,-97.247,OK,LAKE THUNDERBIRD,0,22.251,0,FALSE,Null,0.877952163,1,100,7454.4126,15737.92914,85.30826501,15823.23741,7454.4126
238,0,41.499318,-111.928905,UT,MANTUA RESERVOIR,0,2.083,0,FALSE,Null,0.96764663,1,100,430.7679333,428.2622321,14.27855081,442.5407829,430.7679333
99,0,45.862,-119.152,OR,COLD SPRINGS RESERVOIR,0,5.828,0,FALSE,Null,0.466940253,1,100,2139.0942,142.7692428,10.89478898,153.6640318,2139.0942
107,0,41.838418,-112.042888,UT,CUTLER RESERVOIR,0,5.666,0,FALSE,Null,1,1,100,430.7679333,639.7325667,35.09960722,674.832174,430.7679333
266,0,37.65,-113.526,UT,NEWCASTLE RESERVOIR,0,0.613,0,FALSE,Null,0.97851929,1,100,415.1295333,32.07674197,24.88495984,56.96170181,415.1295333
108,0,41.418,-98.758,NE,DAVIS CREEK RESERVOIR (NE),0,1.518,0,FALSE,Null,0.85,1,100,233.8882,25.21856807,2.166027067,27.38459513,233.8882
32,0,47.937,-115.707,MT,NOXON RESERVOIR,0,31.725,0,FALSE,Null,0.9042,1,100,173.4161,625.0970008,50.62826257,675.7252634,173.4161
295,0,38.8268,-104.8024,CO,PROSPECT LAKE,0,0.193,0,FALSE,Null,1,1,100,4404.96985,1589.780555,0.710796836,1590.491352,4404.96985
166,0,38.2545,-103.70402,CO,HENRY LAKE,0,4.839,0,FALSE,Null,1,1,100,187.9142,618.4144417,15.74244897,634.1568907,187.9142
123,0,46.867,-102.827,ND,EDWARD ARTHUR PATTERSON LAKE,0,2.559,0,FALSE,Null,0.986154146,1,100,720.7782,50.95198787,2.865140369,53.81712824,720.7782
279,0,38.975317,-107.339134,CO,PAONIA RESERVOIR,0,1.357,0,FALSE,Null,0.913727366,1,100,117.4147,107.8357057,8.788942076,116.6246477,117.4147
39,0,40.2068,-105.8403,CO,SHADOW MOUNTAIN LAKE,0,5.447,0,FALSE,Null,0.485460271,1,100,44.62577778,916.2922865,20.48798089,936.7802674,44.62577778
95,0,41.396,-117.18,NV,CHIMNEY RESERVOIR,0,8.862,0,FALSE,Null,1,1,100,461.5138,200.0892285,49.8662708,249.9554993,461.5138
376,0,41.97851,-110.65742,WY,VIVA NAUGHTON RESERVOIR,0,5.623,0,FALSE,Null,1,1,100,250.685,169.072259,30.60216719,199.6744262,250.685
236,0,44.40112,-116.90012,ID,MANN CREEK RESERVOIR,0,1.087,0,FALSE,Null,0.580628668,1,100,147.5874,37.41957503,3.120685243,40.54026027,147.5874
203,0,43.824,-104.109,WY,LAK RESERVOIR,0,0.281,0,FALSE,Null,0.972111105,1,100,213.6524,25.55116409,0.506073239,26.05723733,213.6524
399,0,40.2844,-109.8775,UT,Bottle Hollow Reservoir,0,1.701,0,FALSE,Null,0.997496867,1,100,168.64856,73.33962783,14.68340262,88.02303045,168.64856
127,0,33.155,-107.19071,NM,ELEPHANT BUTTE RESERVOIR,0,31.14,0,TRUE,Null,0.970824392,1,100,188.2581,612.0813112,280.543068,892.6243791,188.2581
38,0,42.070216,-106.8765219,WY,SEMINOE RESERVOIR (inflow),0,56.255,0,TRUE,Null,0.961613956,1,100,76.69573333,1770.790576,185.1958114,1955.986387,76.69573333
66,0,43.912,-118.153,OR,BEULAH RESERVOIR,0,7.255,0,FALSE,Null,0.492161356,1,100,297.1175333,305.7974883,20.75225386,326.5497421,297.1175333
70,0,42.2609,-109.4364,WY,BIG SANDY RESERVOIR,0,8.684,0,FALSE,Null,0.98488578,1,100,74.3367,204.2303511,38.73642762,242.9667787,74.3367
310,0,37.7245,-107.2882,CO,RIO GRANDE RESERVOIR,0,4.332,0,FALSE,Null,2.82E-04,1,100,4.97388,205.8865966,33.78605955,239.6726562,4.97388
209,0,44.4854,-106.7445,WY,LAKE DESMET,0,8.513,0,FALSE,Null,1,1,100,84.6356,280.5901629,18.39108592,298.9812488,84.6356
356,0,44.285,-106.922,WY,TIE HACK RESERVOIR,0,0.249,0,FALSE,Null,2.86E-04,1,100,84.6356,7.66772549,0.565285914,8.233011404,84.6356
234,0,43.609,-115.941,ID,LUCKY PEAK LAKE,0,11.175,0,FALSE,Null,0.21937411,1,100,11397.45537,731.6897087,40.51877069,772.2084794,11397.45537
355,0,38.2202,-102.6339,CO,THURSTON RESERVOIR,0,0.825,0,FALSE,Null,0.992375937,1,100,351.2486,33.08753947,2.421282887,35.50882236,351.2486
280,0,40.7849,-105.5613,CO,PARVIN LAKE,0,0.272,0,FALSE,Null,2.81E-04,1,100,405.6177091,467.4506408,0.895518935,468.3461597,405.6177091
265,0,38.01661,-120.541638,CA,NEW MELONES LAKE,0,50.582,0,TRUE,Null,0.638185601,1,100,1396.4874,8164.266194,283.7917112,8448.057905,1396.4874
171,0,38.0575,-103.6158,CO,HOLBROOKE LAKE,0,2.224,0,FALSE,Null,0.988168002,1,100,544.3756,135.8105692,7.272026575,143.0825958,544.3756
178,0,42.173225,-122.466338,OR,HYATT RESERVOIR,0,3.276,0,FALSE,Null,0.306186218,1,100,1510.23685,901.4382702,7.245242102,908.6835123,1510.23685
173,0,44.511,-115.918,ID,HORSETHIEF RESERVOIR,0,1.001,0,FALSE,Null,1.30E-04,1,100,74.6444,32.77499405,2.976321997,35.75131605,74.6444
333,0,46.167,-116.737,ID,SOLDIERS MEADOW RESERVOIR,0,0.46,0,FALSE,Null,0.92,1,100,584.4852,95.23973348,0.953113242,96.19284673,584.4852
190,0,40.592,-111.43,UT,JORDANELLE RESERVOIR,0,0.268,0,FALSE,Null,0.767414588,1,100,151.135,34.66920704,2.454960465,37.12416751,151.135
81,0,44.4538,-109.19316,WY,BUFFALO BILL RESERVOIR (inflow),0,26.376,0,FALSE,Null,0.614024959,1,100,140.7456,675.2357854,71.27973307,746.5155185,140.7456
154,0,38.035278,-108.25036,CO,GURLEY RESERVOIR,0,1.29,0,FALSE,Null,0.797523777,1,100,73.64286667,76.48796454,13.77314903,90.26111358,73.64286667
318,0,37.968803,-107.293879,CO,SAN CRISTOBAL LAKE,0,1.316,0,FALSE,Null,0.640101066,1,100,4.97388,63.82907591,9.939701392,73.7687773,4.97388
301,0,38.7862,-104.8063,CO,QUAIL LAKE,0,0.068,0,FALSE,Null,1,1,100,4404.96985,701.7639958,0.251690807,702.0156866,4404.96985
329,0,40.7617,-111.1036,UT,SMITH AND MOREHOUSE RESERVOIR,0,0.783,0,FALSE,Null,0.142450649,1,100,338.3493333,50.45104269,6.569608552,57.02065124,338.3493333
3,0,37.6681,-105.7343,CO,SAN LUIS LAKE,0,2.153,0,FALSE,Null,0.647759788,1,100,443.269,155.8946632,10.86983995,166.7645032,443.269
76,0,39.399,-120.107,CA,BOCA RESERVOIR,0,3.909,0,FALSE,Null,3.01E-04,1,100,1514.0831,1185.604751,19.81401219,1205.418763,1514.0831
114,0,40.701,-105.087,CO,DOUGLAS RESERVOIR,0,2.125,0,FALSE,Null,0.975961065,1,100,405.6177091,922.3748895,6.550168506,928.925058,405.6177091
130,0,42.15941,-122.6167,OR,EMIGRANT LAKE,0,3.157,0,FALSE,Null,0.241171308,1,100,1510.23685,374.5780689,6.843292448,381.4213614,1510.23685
336,0,38.972058,-105.6239339,CO,SPINNEY MTN RES,0,10.027,0,FALSE,Null,0.996468765,1,100,99.007,2210.188572,42.72967464,2252.918247,99.007
164,0,46.641,-111.882,MT,HELENA VALLEY RESERVOIR,0,2.284,0,FALSE,Null,0.953104401,1,100,931.7337,508.6738684,4.633335848,513.3072043,931.7337
