FID,Iteration,Latitude,Longitude,State,Lake,Lake ID,Lake Size km2,Number of Lakes in Buffer,Infected?,Infect Reduction Type,HSI,Probability of Infection,Boat Threshold,Initial Boats,Uninfected Boats Arriving,Infected Boats Arriving,Total Boats Arriving,Total Boats Leaving
56,1,39.6102,-104.6754,CO,AURORA RESERVOIR,0,0.006,0,FALSE,Null,1,1,100,18024.7583,5.467210943,0.035986494,5.503197438,18024.7583
57,0,39.975502,-107.64773,CO,AVERY LAKE / BIG BEAVER RES,0,0.828,0,FALSE,Null,0.959166305,1,100,63.91713333,64.28171054,4.740313376,69.02202391,63.91713333
57,1,39.975502,-107.64773,CO,AVERY LAKE / BIG BEAVER RES,0,0.828,0,FALSE,Null,0.959166305,1,100,63.91713333,60.27109238,8.750931534,69.02202391,63.91713333
58,0,37.377,-113.64,UT,BAKER RESERVOIR,0,0.163,0,FALSE,Null,0.896346473,1,100,744.453,14.86296687,8.285399996,23.14836687,744.453
58,1,37.377,-113.64,UT,BAKER RESERVOIR,0,0.163,0,FALSE,Null,0.896346473,1,100,744.453,11.74861065,11.39975622,23.14836687,744.453
59,0,47.671,-119.296,WA,BANKS LAKE,0,108.774,0,TRUE,Null,0.549158447,1,100,4921.028,6550.772696,153.6230869,6704.395783,4921.028
59,1,47.671,-119.296,WA,BANKS LAKE,0,108.774,0,TRUE,Null,0.549158447,1,100,4921.028,1987.406699,4716.989084,6704.395783,4921.028
60,0,39.94815,-104.74901,CO,BARR LAKE,0,6.975,0,FALSE,Null,0.915950326,1,100,6045.2552,5446.445007,22.39739088,5468.842398,6045.2552
60,1,39.94815,-104.74901,CO,BARR LAKE,0,6.975,0,FALSE,Null,0.915950326,1,100,6045.2552,5427.501612,41.34078563,5468.842398,6045.2552
61,0,33.882,-111.617,AZ,BARTLETT RESERVOIR,0,6.807,0,TRUE,Null,0.958138103,1,100,17945.607,1999.89818,4664.450385,6664.348564,17945.607
61,1,33.882,-111.617,AZ,BARTLETT RESERVOIR,0,6.807,0,TRUE,Null,0.958138103,1,100,17945.607,33.24392265,6631.104642,6664.348564,17945.607
62,0,39.652,-105.147,CO,BEAR CREEK RESERVOIR,0,0.417,0,FALSE,Null,0.89844282,1,100,282.8668,594.6517566,1.487570497,596.1393271,282.8668
62,1,39.652,-105.147,CO,BEAR CREEK RESERVOIR,0,0.417,0,FALSE,Null,0.89844282,1,100,282.8668,593.432359,2.706968075,596.1393271,282.8668
5,0,42.118,-111.314,UT,BEAR LAKE,0,283.313,0,TRUE,Null,0.944288912,1,100,60.1644,9533.379152,1554.988857,11088.36801,60.1644
5,1,42.118,-111.314,UT,BEAR LAKE,0,283.313,0,TRUE,Null,0.944288912,1,100,60.1644,5928.066241,5160.301768,11088.36801,60.1644
63,0,37.585192,-106.65348,CO,BEAVER CREEK RESERVOIR,0,0.256,0,FALSE,Null,0.270550365,1,100,343.6104,13.20525654,1.666193974,14.87145051,343.6104
63,1,37.585192,-106.65348,CO,BEAVER CREEK RESERVOIR,0,0.256,0,FALSE,Null,0.270550365,1,100,343.6104,11.92528307,2.94616744,14.87145051,343.6104
6,0,44.51297,-109.04164,WY,BECK LAKE,0,0.405,0,FALSE,Null,0.972111105,1,100,140.7456,18.88543427,1.06948391,19.95491818,140.7456
6,1,44.51297,-109.04164,WY,BECK LAKE,0,0.405,0,FALSE,Null,0.972111105,1,100,140.7456,17.26358153,2.691336652,19.95491818,140.7456
64,0,37.946369,-104.858743,CO,BECKWITH RESERVOIR,0,0.221,0,FALSE,Null,0.947993671,1,100,2295.7678,41.07077082,0.896661441,41.96743227,2295.7678
64,1,37.946369,-104.858743,CO,BECKWITH RESERVOIR,0,0.221,0,FALSE,Null,0.947993671,1,100,2295.7678,40.41859277,1.548839492,41.96743227,2295.7678
65,0,44.737,-103.677,SD,BELLE FOURCHE RESERVOIR,0,24.711,0,FALSE,Null,0.964365076,1,100,290.2154,1148.669625,38.05687159,1186.726497,290.2154
65,1,44.737,-103.677,SD,BELLE FOURCHE RESERVOIR,0,24.711,0,FALSE,Null,0.964365076,1,100,290.2154,1106.370873,80.35562383,1186.726497,290.2154
66,0,43.912,-118.153,OR,BEULAH RESERVOIR,0,7.255,0,FALSE,Null,0.492161356,1,100,297.1175333,305.7974883,20.75225386,326.5497421,297.1175333
66,1,43.912,-118.153,OR,BEULAH RESERVOIR,0,7.255,0,FALSE,Null,0.492161356,1,100,297.1175333,242.6680746,83.88166756,326.5497421,297.1175333
67,0,39.04596,-107.94406,CO,BIG EGGLESTON LAKE,0,0.525,0,FALSE,Null,2.95E-04,1,100,229.8338,175.7325362,4.012156087,179.7446923,229.8338
67,1,39.04596,-107.94406,CO,BIG EGGLESTON LAKE,0,0.525,0,FALSE,Null,2.95E-04,1,100,229.8338,172.6289531,7.11573924,179.7446923,229.8338
68,0,40.946926,-106.012515,CO,BIG HOHNHOLZ LAKE NO 3,0,0.182,0,FALSE,Null,1,1,100,405.6177091,337.9096477,0.630955778,338.5406035,405.6177091
68,1,40.946926,-106.012515,CO,BIG HOHNHOLZ LAKE NO 3,0,0.182,0,FALSE,Null,1,1,100,405.6177091,337.2773694,1.263234084,338.5406035,405.6177091
69,0,37.540888,-106.80299,CO,BIG MEADOWS RESERVOIR,0,0.456,0,FALSE,Null,2.88E-04,1,100,11.4392,44.54216743,3.118560411,47.66072784,11.4392
69,1,37.540888,-106.80299,CO,BIG MEADOWS RESERVOIR,0,0.456,0,FALSE,Null,2.88E-04,1,100,11.4392,42.07901624,5.581711597,47.66072784,11.4392
7,0,40.297417,-110.222844,UT,BIG SANDWASH RESERVOIR,0,1.502,0,FALSE,Null,0.965349678,1,100,119.88535,60.5485876,13.66805338,74.21664098,119.88535
7,1,40.297417,-110.222844,UT,BIG SANDWASH RESERVOIR,0,1.502,0,FALSE,Null,0.965349678,1,100,119.88535,34.17472959,40.04191139,74.21664098,119.88535
70,0,42.2609,-109.4364,WY,BIG SANDY RESERVOIR,0,8.684,0,FALSE,Null,0.98488578,1,100,74.3367,204.2303511,38.73642762,242.9667787,74.3367
70,1,42.2609,-109.4364,WY,BIG SANDY RESERVOIR,0,8.684,0,TRUE,Null,0.98488578,1,100,74.3367,119.7555103,123.2112684,242.9667787,74.3367
71,0,45.0956,-108.2132,WY-MT,BIGHORN LAKE (Inflow),0,40.429,0,FALSE,Null,1,1,100,160.0100333,760.8420944,89.98728856,850.829383,160.0100333
71,1,45.0956,-108.2132,WY-MT,BIGHORN LAKE (Inflow),0,40.429,0,TRUE,Null,1,1,100,160.0100333,635.3001474,215.5292356,850.829383,160.0100333
72,0,43.425,-108.179,WY,BIGHORN RIVER,0,4.47,0,FALSE,Null,0.98488578,1,100,83.3143,462.6827276,13.45384499,476.1365725,83.3143
72,1,43.425,-108.179,WY,BIGHORN RIVER,0,4.47,0,TRUE,Null,0.98488578,1,100,83.3143,75.6720999,400.4644726,476.1365725,83.3143
73,0,43.92,-116.405,ID,BLACK CANYON RESERVOIR,0,3.547,0,FALSE,Null,2.82E-04,1,100,483.451,244.6236063,11.64948331,256.2730896,483.451
73,1,43.92,-116.405,ID,BLACK CANYON RESERVOIR,0,3.547,0,FALSE,Null,2.82E-04,1,100,483.451,212.3830075,43.89008209,256.2730896,483.451
74,0,42.885,-111.629,ID,BLACKFOOT RESERVOIR,0,68.159,0,TRUE,Null,1,1,100,660.2759333,2043.593799,308.316846,2351.910645,660.2759333
74,1,42.885,-111.629,ID,BLACKFOOT RESERVOIR,0,68.159,0,TRUE,Null,1,1,100,660.2759333,1369.217564,982.6930813,2351.910645,660.2759333
75,0,38.455097,-107.331066,CO,BLUE MESA RESERVOIR,0,36.194,0,TRUE,Null,0.914125812,1,100,117.4147,2042.91445,256.3842427,2299.298693,117.4147
75,1,38.455097,-107.331066,CO,BLUE MESA RESERVOIR,0,36.194,0,TRUE,Null,0.914125812,1,100,117.4147,1825.12524,474.1734534,2299.298693,117.4147
76,0,39.399,-120.107,CA,BOCA RESERVOIR,0,3.909,0,FALSE,Null,3.01E-04,1,100,1514.0831,1185.604751,19.81401219,1205.418763,1514.0831
76,1,39.399,-120.107,CA,BOCA RESERVOIR,0,3.909,0,TRUE,Null,3.01E-04,1,100,1514.0831,597.5115583,607.9072046,1205.418763,1514.0831
8,0,40.3872,-105.133,CO,BOEDECKER RESERVOIR,0,1.521,0,FALSE,Null,0.97851929,1,100,405.6177091,1403.553345,4.924947841,1408.478293,405.6177091
8,1,40.3872,-105.133,CO,BOEDECKER RESERVOIR,0,1.521,0,FALSE,Null,0.97851929,1,100,405.6177091,1399.096783,9.381509831,1408.478293,405.6177091
399,0,40.2844,-109.8775,UT,Bottle Hollow Reservoir,0,1.701,0,FALSE,Null,0.997496867,1,100,168.64856,73.33962783,14.68340262,88.02303045,168.64856
399,1,40.2844,-109.8775,UT,Bottle Hollow Reservoir,0,1.701,0,FALSE,Null,0.997496867,1,100,168.64856,51.71216844,36.31086202,88.02303045,168.64856
77,0,40.0851,-105.2177,CO,BOULDER CITY RESERVOIR,0,2.171,0,FALSE,Null,0.797523777,1,100,2192.6883,3093.790116,7.421029592,3101.211145,2192.6883
77,1,40.0851,-105.2177,CO,BOULDER CITY RESERVOIR,0,2.171,0,FALSE,Null,0.797523777,1,100,2192.6883,3087.343212,13.86793326,3101.211145,2192.6883
9,0,42.8364,-109.6778,WY,BOULDER LAKE,0,6.937,0,FALSE,Null,2.77E-04,1,100,74.3367,161.8348349,27.60316725,189.4380022,74.3367
9,1,42.8364,-109.6778,WY,BOULDER LAKE,0,6.937,0,FALSE,Null,2.77E-04,1,100,74.3367,109.112661,80.32534113,189.4380022,74.3367
78,0,40.4376,-105.0396,CO,BOYD LAKE,0,6.369,0,FALSE,Null,1,1,100,405.6177091,5904.800358,20.17247743,5924.972835,405.6177091
78,1,40.4376,-105.0396,CO,BOYD LAKE,0,6.369,0,FALSE,Null,1,1,100,405.6177091,5886.429662,38.54317324,5924.972835,405.6177091
79,0,43.39993,-108.17013,WY,BOYSEN RESERVOIR (inflow),0,74.943,0,TRUE,Null,1,1,100,380.2930667,1660.428003,226.4482122,1886.876215,380.2930667
79,1,43.39993,-108.17013,WY,BOYSEN RESERVOIR (inflow),0,74.943,0,TRUE,Null,1,1,100,380.2930667,1355.792634,531.0835808,1886.876215,380.2930667
0,0,32.54492,-104.38174,NM,BRANTLEY RESERVOIR,0,16.187,0,FALSE,Null,0.943398113,1,100,1528.4002,149.3088091,64.56294197,213.8717511,1528.4002
0,1,32.54492,-104.38174,NM,BRANTLEY RESERVOIR,0,16.187,0,TRUE,Null,0.943398113,1,100,1528.4002,108.231187,105.6405641,213.8717511,1528.4002
80,0,44.3664,-117.219,ID,BROWNLEE RESERVOIR,0,50.904,0,TRUE,Null,0.951194696,1,100,147.5874,1568.57264,143.8918957,1712.464536,147.5874
80,1,44.3664,-117.219,ID,BROWNLEE RESERVOIR,0,50.904,0,TRUE,Null,0.951194696,1,100,147.5874,1152.397443,560.0670928,1712.464536,147.5874
10,0,38.44,-109.0446,CO,BUCKEYE RESERVOIR,0,0.442,0,FALSE,Null,0.85874909,1,100,1189.4958,16.0284642,6.291270127,22.31973433,1189.4958
10,1,38.44,-109.0446,CO,BUCKEYE RESERVOIR,0,0.442,0,FALSE,Null,0.85874909,1,100,1189.4958,12.87315856,9.44657577,22.31973433,1189.4958
81,0,44.4538,-109.19316,WY,BUFFALO BILL RESERVOIR (inflow),0,26.376,0,FALSE,Null,0.614024959,1,100,140.7456,675.2357854,71.27973307,746.5155185,140.7456
81,1,44.4538,-109.19316,WY,BUFFALO BILL RESERVOIR (inflow),0,26.376,0,TRUE,Null,0.614024959,1,100,140.7456,564.447404,182.0681145,746.5155185,140.7456
11,0,42.937,-115.963,ID,C.J. STRIKE RESERVOIR,0,25.427,0,TRUE,Null,0.885516798,1,100,406.0493667,734.5594561,108.1631591,842.7226152,406.0493667
11,1,42.937,-115.963,ID,C.J. STRIKE RESERVOIR,0,25.427,0,TRUE,Null,0.885516798,1,100,406.0493667,503.9240406,338.7985746,842.7226152,406.0493667
82,0,32.91162,-107.30596,NM,CABALLO RESERVOIR,0,12.915,0,TRUE,Null,1,1,100,188.2581,324.4440834,119.0458445,443.4899279,188.2581
82,1,32.91162,-107.30596,NM,CABALLO RESERVOIR,0,12.915,0,TRUE,Null,1,1,100,188.2581,112.1041327,331.3857952,443.4899279,188.2581
83,0,48.065,-115.925,MT,CABINET GORGE RESERVOIR,0,11.287,0,FALSE,Null,0.864682601,1,100,173.4161,260.5950179,17.54244318,278.1374611,173.4161
83,1,48.065,-115.925,MT,CABINET GORGE RESERVOIR,0,11.287,0,TRUE,Null,0.864682601,1,100,173.4161,131.251021,146.8864401,278.1374611,173.4161
84,0,41.845,-99.224,NE,CALAMUS RESERVOIR,0,20.362,0,FALSE,Null,0.626280289,1,100,63.4224,389.4552946,28.6222291,418.0775237,63.4224
84,1,41.845,-99.224,NE,CALAMUS RESERVOIR,0,20.362,0,FALSE,Null,0.626280289,1,100,63.4224,366.1176757,51.95984794,418.0775237,63.4224
85,0,40.73063,-109.20526,UT,CALDER RESERVOIR,0,0.255,0,FALSE,Null,0.842335395,1,100,168.64856,15.79569624,1.671896025,17.46759226,168.64856
85,1,40.73063,-109.20526,UT,CALDER RESERVOIR,0,0.255,0,FALSE,Null,0.842335395,1,100,168.64856,12.17714947,5.29044279,17.46759226,168.64856
86,0,46.647,-111.725,MT,CANYON FERRY LAKE,0,132.777,0,TRUE,Null,0.930790994,1,100,1097.2763,2329.960009,268.1185626,2598.078571,1097.2763
86,1,46.647,-111.725,MT,CANYON FERRY LAKE,0,132.777,0,TRUE,Null,0.930790994,1,100,1097.2763,1730.997642,867.0809295,2598.078571,1097.2763
87,0,33.577,-111.356,AZ,CANYON LAKE,0,3.844,0,TRUE,Null,0.98488578,0,100,17945.607,2623.944528,5423.982869,8047.927397,17945.607
87,1,33.577,-111.356,AZ,CANYON LAKE,0,3.844,0,TRUE,Null,0.98488578,0,100,17945.607,18.34057119,8029.586826,8047.927397,17945.607
88,0,40.34459,-105.21275,CO,CARTER LAKE RESERVOIR,0,4.533,0,FALSE,Null,0.263761848,1,100,405.6177091,3488.21586,14.96016903,3503.176029,405.6177091
88,1,40.34459,-105.21275,CO,CARTER LAKE RESERVOIR,0,4.533,0,FALSE,Null,0.263761848,1,100,405.6177091,3474.733756,28.44227256,3503.176029,405.6177091
89,0,40.3559,-106.8142,CO,CATAMOUNT LAKE,0,2.123,0,FALSE,Null,0.887397881,1,100,117.3543667,203.5629813,9.41419731,212.9771786,117.3543667
89,1,40.3559,-106.8142,CO,CATAMOUNT LAKE,0,2.123,0,FALSE,Null,0.887397881,1,100,117.3543667,195.2016041,17.77557451,212.9771786,117.3543667
90,0,38.787822,-99.79151,KS,CEDAR BLUFF RESERVOIR,0,24.033,0,TRUE,Null,1,0,100,91.8032,589.6234566,56.20013491,645.8235915,91.8032
90,1,38.787822,-99.79151,KS,CEDAR BLUFF RESERVOIR,0,24.033,0,TRUE,Null,1,0,100,91.8032,549.9604011,95.86319038,645.8235915,91.8032
91,0,40.597023,-105.850539,CO,CHAMBERS LAKE,0,0.986,0,FALSE,Null,3.07E-04,1,100,405.6177091,111.3455808,3.506626956,114.8522078,405.6177091
91,1,40.597023,-105.850539,CO,CHAMBERS LAKE,0,0.986,0,FALSE,Null,3.07E-04,1,100,405.6177091,108.0263588,6.825848975,114.8522078,405.6177091
92,0,39.556726,-105.0631947,CO,CHATFIELD RESERVOIR,0,5.622,0,FALSE,Null,0.964365076,1,100,3836.8923,5421.594685,19.98588835,5441.580574,3836.8923
92,1,39.556726,-105.0631947,CO,CHATFIELD RESERVOIR,0,5.622,0,FALSE,Null,0.964365076,1,100,3836.8923,5405.383045,36.19752903,5441.580574,3836.8923
93,0,39.207501,-105.272497,CO,CHEESMAN RESERVOIR,0,3.581,0,FALSE,Null,0.965793715,1,100,5276.886067,1236.872282,13.80995181,1250.682234,5276.886067
93,1,39.207501,-105.272497,CO,CHEESMAN RESERVOIR,0,3.581,0,FALSE,Null,0.965793715,1,100,5276.886067,1226.044905,24.63732932,1250.682234,5276.886067
94,0,39.649683,-104.853463,CO,CHERRY CREEK RESERVOIR,0,3.586,0,FALSE,Null,0.99121138,1,100,8142.6108,6818.175227,12.14752704,6830.322754,8142.6108
94,1,39.649683,-104.853463,CO,CHERRY CREEK RESERVOIR,0,3.586,0,FALSE,Null,0.99121138,1,100,8142.6108,6808.225377,22.09737676,6830.322754,8142.6108
12,0,42.883,-111.953,ID,CHESTERFIELD RESERVOIR,0,5.117,0,FALSE,Null,0.942102335,1,100,63.77233333,185.2114145,23.48141528,208.6928298,63.77233333
12,1,42.883,-111.953,ID,CHESTERFIELD RESERVOIR,0,5.117,0,TRUE,Null,0.942102335,1,100,63.77233333,88.1238801,120.5689497,208.6928298,63.77233333
95,0,41.396,-117.18,NV,CHIMNEY RESERVOIR,0,8.862,0,FALSE,Null,1,1,100,461.5138,200.0892285,49.8662708,249.9554993,461.5138
95,1,41.396,-117.18,NV,CHIMNEY RESERVOIR,0,8.862,0,TRUE,Null,1,1,100,461.5138,70.33329668,179.6222026,249.9554993,461.5138
96,0,44.999,-112.859,MT,CLARK CANYON RESERVOIR,0,19.919,0,FALSE,Null,0.952627944,1,100,282.1428,275.6201278,56.597945,332.2180728,282.1428
96,1,44.999,-112.859,MT,CLARK CANYON RESERVOIR,0,19.919,0,TRUE,Null,0.952627944,1,100,282.1428,145.9655449,186.2525278,332.2180728,282.1428
97,0,47.247,-121.075,WA,CLE ELUM LAKE,0,18.251,0,FALSE,Null,1.57E-04,1,100,1255.9228,2174.416928,24.13156338,2198.548492,1255.9228
97,1,47.247,-121.075,WA,CLE ELUM LAKE,0,18.251,0,TRUE,Null,1.57E-04,1,100,1255.9228,2082.804121,115.7443706,2198.548492,1255.9228
98,0,39.021356,-106.2467778,CO,CLEAR CREEK RESERVOIR,0,1.572,0,FALSE,Null,0.676323443,1,100,111.58288,184.4052422,7.641434929,192.0466771,111.58288
98,1,39.021356,-106.2467778,CO,CLEAR CREEK RESERVOIR,0,1.572,0,FALSE,Null,0.676323443,1,100,111.58288,178.4235797,13.62309746,192.0466771,111.58288
13,0,41.92608889,-121.0756361,OR,CLEAR LAKE (OR),0,100.99,0,TRUE,Null,1.48E-04,1,100,3375.3966,3310.678259,284.1877078,3594.865967,3375.3966
13,1,41.92608889,-121.0756361,OR,CLEAR LAKE (OR),0,100.99,0,TRUE,Null,1.48E-04,1,100,3375.3966,1646.599332,1948.266634,3594.865967,3375.3966
14,0,39.58251,-111.2376,UT,CLEVELAND RESERVOIR,0,0.561,0,FALSE,Null,0.987420883,1,100,72.4905,48.83077616,8.045703874,56.87648004,72.4905
14,1,39.58251,-111.2376,UT,CLEVELAND RESERVOIR,0,0.561,0,FALSE,Null,0.987420883,1,100,72.4905,26.47076385,30.40571619,56.87648004,72.4905
99,0,45.862,-119.152,OR,COLD SPRINGS RESERVOIR,0,5.828,0,FALSE,Null,0.466940253,1,100,2139.0942,142.7692428,10.89478898,153.6640318,2139.0942
99,1,45.862,-119.152,OR,COLD SPRINGS RESERVOIR,0,5.828,0,FALSE,Null,0.466940253,1,100,2139.0942,103.9187366,49.74529521,153.6640318,2139.0942
100,0,38.348,-115.146,NV,COLD SPRINGS RESERVOIR (NV),0,1.11,0,FALSE,Null,0.881720568,1,100,662.7134,528.6365258,29.60449292,558.2410187,662.7134
100,1,38.348,-115.146,NV,COLD SPRINGS RESERVOIR (NV),0,1.11,0,FALSE,Null,0.881720568,1,100,662.7134,511.9560517,46.28496698,558.2410187,662.7134
101,0,37.8834,-107.20451,CO,CONTINENTAL RESERVOIR,0,1.514,0,FALSE,Null,0.111803399,1,100,4.97388,74.15514765,11.24380108,85.39894874,4.97388
101,1,37.8834,-107.20451,CO,CONTINENTAL RESERVOIR,0,1.514,0,FALSE,Null,0.111803399,1,100,4.97388,63.91063399,21.48831475,85.39894874,4.97388
102,0,38.783596,-106.283784,CO,COTTONWOOD LAKE,0,0.159,0,FALSE,Null,0.501975099,1,100,111.58288,16.11469878,0.805975151,16.92067394,111.58288
102,1,38.783596,-106.283784,CO,COTTONWOOD LAKE,0,0.159,0,FALSE,Null,0.501975099,1,100,111.58288,15.48761409,1.433059848,16.92067394,111.58288
103,0,40.839,-106.3127,CO,COWDREY LAKE,0,0.29,0,FALSE,Null,0.774101218,1,100,8.49252,19.77758444,1.077382908,20.85496735,8.49252
103,1,40.839,-106.3127,CO,COWDREY LAKE,0,0.29,0,FALSE,Null,0.774101218,1,100,8.49252,18.72885158,2.126115773,20.85496735,8.49252
15,0,43.760457,-121.79232,OR,CRANE PRAIRIE RESERVOIR,0,16.777,0,FALSE,Null,3.10E-04,1,100,2311.8768,2661.437937,32.96151976,2694.399457,2311.8768
15,1,43.760457,-121.79232,OR,CRANE PRAIRIE RESERVOIR,0,16.777,0,TRUE,Null,3.10E-04,1,100,2311.8768,2522.947807,171.4516503,2694.399457,2311.8768
104,0,38.68868,-107.606656,CO,CRAWFORD RESERVOIR,0,1.52,0,FALSE,Null,0.960468636,1,100,229.8338,110.3032757,11.25486427,121.5581399,229.8338
104,1,38.68868,-107.606656,CO,CRAWFORD RESERVOIR,0,1.52,0,FALSE,Null,0.960468636,1,100,229.8338,96.80450454,24.75363538,121.5581399,229.8338
105,0,38.9198,-105.0239,CO,CRYSTAL CREEK RESERVOIR,0,0.447,0,FALSE,Null,0.09375,1,100,141.53476,890.8285758,1.698785673,892.5273615,141.53476
105,1,38.9198,-105.0239,CO,CRYSTAL CREEK RESERVOIR,0,0.447,0,FALSE,Null,0.09375,1,100,141.53476,889.5226117,3.004749778,892.5273615,141.53476
106,0,40.33455,-111.05829,UT,CURRANT CREEK RESERVOIR,0,1.174,0,FALSE,Null,0.934077085,1,100,151.135,85.05818272,11.60750481,96.66568753,151.135
106,1,40.33455,-111.05829,UT,CURRANT CREEK RESERVOIR,0,1.174,0,FALSE,Null,0.934077085,1,100,151.135,25.47806053,71.187627,96.66568753,151.135
107,0,41.838418,-112.042888,UT,CUTLER RESERVOIR,0,5.666,0,FALSE,Null,1,1,100,430.7679333,639.7325667,35.09960722,674.832174,430.7679333
